YEAR,MONTH,IDADMIN1,IDADMIN2,ADMIN1,ADMIN2,CLIN,CONF_TOTAL,CONF_MIC,CONF_RDT,CONF_PCR,POS_0_11_MO_M,POS_0_11_MO_F,PO_1_4_YO_M,PO_1_4_YO_F,POS_5_9_YO_M,POS_5_9_YO_F,POS_10_14_YO_M,POS_10_14_YO_F,POS_15_64_YO_M,POS_15_64_YO_F,POS_OVER_64_M,POS_OVER_64_F,POS_0_4,POS_5_9,POS_10_14,POS_15_64,POS_OVER_64,POS_PREGNANT,POS_PF,POS_PV,POS_PM_PO,POS_MIX,POS_PK,POS_MALE,POS_FEMALE,POS_GENDER_TOTAL,POS_SPECIES_TOTAL
2010,1,94,9403,PAPUA,JAYAPURA,4244,0,2683,509,0,17,21,133,90,81,69,56,52,176,193,0,0,261,150,108,369,0,19,709,176,1,47,0,463,425,888,933
2010,1,94,9471,PAPUA,KOTA JAYAPURA,5164,0,5126,0,0,22,15,121,102,122,9,60,63,325,296,0,0,260,131,123,621,0,22,885,351,0,28,0,650,485,1135,1264
2010,1,94,9420,PAPUA,KEEROM,3228,0,2863,365,0,30,11,140,120,103,98,56,57,353,265,0,0,301,201,113,618,0,20,944,300,1,75,0,682,551,1233,1320
2010,1,94,9419,PAPUA,SARMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,94,9409,PAPUA,BIAK NUMFOR,2627,0,2149,50,0,36,35,152,147,69,91,36,36,132,336,0,0,370,160,72,468,0,7,85,1089,0,9,0,425,645,1070,1183
2010,1,94,9427,PAPUA,SUPIORI,1755,0,1576,11,0,5,2,18,11,12,8,8,11,34,29,0,0,36,20,19,63,0,1,56,96,2,2,0,77,61,138,156
2010,1,94,9401,PAPUA,MERAUKE,1210,0,884,200,0,12,9,36,33,25,24,13,8,38,43,0,0,90,49,21,81,0,1,3,257,0,0,0,124,117,241,260
2010,1,94,9414,PAPUA,MAPPI,660,0,169,21,0,3,2,9,11,15,22,11,6,13,7,0,0,25,37,17,20,0,2,67,50,0,0,0,51,48,99,117
2010,1,94,9413,PAPUA,BOVEN DIGOEL,974,0,484,30,0,15,3,38,38,21,17,9,10,125,81,0,0,94,38,19,206,0,31,201,155,0,8,0,208,149,357,364
2010,1,94,9404,PAPUA,NABIRE,1112,0,336,1,0,4,2,20,15,11,24,23,24,59,61,0,0,41,35,47,120,0,0,177,62,0,6,0,117,126,243,245
2010,1,94,9408,PAPUA,KEPULAUAN YAPEN,2640,0,1422,58,0,54,32,139,91,55,91,42,29,154,155,0,0,316,146,71,309,0,2,372,320,0,15,0,444,398,842,707
2010,1,94,9412,PAPUA,MIMIKA,2003,0,1493,37,0,32,24,110,117,75,70,33,38,143,86,0,0,283,145,71,229,0,6,730,99,90,35,0,393,335,728,954
2010,1,94,9410,PAPUA,PANIAI,9023,0,7384,585,0,71,67,274,268,267,233,174,141,1064,930,0,0,680,500,315,1994,0,91,2410,1574,0,330,0,1850,1639,3489,4314
2010,1,94,9415,PAPUA,ASMAT,351,0,0,0,0,0,0,10,8,11,14,22,27,111,125,0,0,18,25,49,236,0,0,139,164,0,41,0,154,174,328,344
2010,1,94,9426,PAPUA,WAROPEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,94,9402,PAPUA,JAYAWIJAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,94,9411,PAPUA,PUNCAK JAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,94,9418,PAPUA,TOLIKARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,94,9416,PAPUA,YAHUKIMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,94,9417,PAPUA,PEGUNUNGAN BINTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,94,9403,PAPUA,JAYAPURA,3687,0,2112,453,0,31,17,130,104,93,88,62,50,113,138,0,0,282,181,112,251,0,17,785,176,1,60,0,429,397,826,1022
2010,2,94,9471,PAPUA,KOTA JAYAPURA,4888,0,4588,0,0,19,13,110,119,118,78,58,59,318,289,0,0,261,196,117,607,0,22,860,304,1,38,0,623,558,1181,1203
2010,2,94,9420,PAPUA,KEEROM,3374,0,3097,277,0,26,12,99,85,89,65,40,31,251,219,0,0,222,154,71,470,0,7,654,223,0,63,0,505,412,917,940
2010,2,94,9419,PAPUA,SARMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,94,9409,PAPUA,BIAK NUMFOR,1598,0,1297,16,0,36,35,115,86,51,61,29,27,80,233,0,0,272,112,56,313,0,118,50,750,0,5,0,311,442,753,805
2010,2,94,9427,PAPUA,SUPIORI,297,0,34,66,0,0,1,6,7,3,6,4,8,6,8,0,0,14,9,12,14,0,0,20,6,0,27,0,19,30,49,53
2010,2,94,9401,PAPUA,MERAUKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,94,9414,PAPUA,MAPPI,794,0,185,20,0,3,3,10,13,16,12,18,10,20,13,0,0,29,28,28,33,0,0,66,63,0,2,0,67,51,118,131
2010,2,94,9413,PAPUA,BOVEN DIGOEL,367,0,313,54,0,16,10,23,22,11,5,5,7,59,36,0,0,71,16,12,95,0,1,100,91,0,10,0,114,80,194,201
2010,2,94,9404,PAPUA,NABIRE,1184,0,874,21,0,26,31,104,75,65,69,35,28,153,139,0,0,236,134,63,292,0,2,303,238,0,17,0,383,342,725,558
2010,2,94,9408,PAPUA,KEPULAUAN YAPEN,2124,0,1728,72,0,60,43,149,105,101,74,45,40,165,210,0,0,357,175,85,375,0,55,965,113,0,28,0,520,472,992,1106
2010,2,94,9412,PAPUA,MIMIKA,9445,0,8379,923,0,39,37,227,224,220,194,159,135,994,865,0,0,527,414,294,1859,0,54,1739,1369,28,189,0,1639,1455,3094,3325
2010,2,94,9410,PAPUA,PANIAI,183,0,0,0,0,0,0,4,4,10,11,17,19,122,115,0,0,8,21,36,237,0,9,142,168,0,12,0,153,149,302,322
2010,2,94,9415,PAPUA,ASMAT,1138,0,622,0,0,5,3,23,9,5,14,5,12,24,20,0,0,40,19,17,44,0,0,217,51,23,18,0,62,58,120,309
2010,2,94,9426,PAPUA,WAROPEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,94,9402,PAPUA,JAYAWIJAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,94,9411,PAPUA,PUNCAK JAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,94,9418,PAPUA,TOLIKARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,94,9416,PAPUA,YAHUKIMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,94,9417,PAPUA,PEGUNUNGAN BINTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,94,9403,PAPUA,JAYAPURA,5175,0,3125,706,0,26,27,133,123,128,118,81,66,260,315,0,0,309,246,147,575,0,14,934,242,1,132,0,628,649,1277,1309
2010,3,94,9471,PAPUA,KOTA JAYAPURA,5830,0,5336,370,0,24,20,126,115,159,108,71,71,422,288,0,0,285,267,142,710,0,17,972,411,3,46,0,802,602,1404,1432
2010,3,94,9420,PAPUA,KEEROM,3633,0,3178,455,0,31,27,146,109,97,93,63,49,300,337,0,0,313,190,112,637,0,21,792,438,1,93,0,637,615,1252,1324
2010,3,94,9419,PAPUA,SARMI,282,0,152,90,0,2,10,15,9,20,17,15,24,28,44,0,0,36,37,39,72,0,2,49,110,23,20,0,80,104,184,202
2010,3,94,9409,PAPUA,BIAK NUMFOR,2436,0,1713,32,0,61,51,118,135,69,78,36,33,163,191,0,0,365,147,69,354,0,4,41,954,0,6,0,447,488,935,1001
2010,3,94,9427,PAPUA,SUPIORI,122,0,23,34,0,3,1,2,0,1,0,0,0,8,3,0,0,6,1,0,11,0,0,12,5,0,2,0,14,4,18,19
2010,3,94,9401,PAPUA,MERAUKE,1491,0,729,664,0,4,5,18,18,12,13,10,10,35,34,0,0,45,25,20,69,0,5,16,154,0,3,0,79,80,159,173
2010,3,94,9414,PAPUA,MAPPI,1408,0,779,27,0,18,21,49,52,34,31,17,18,46,88,0,0,140,65,35,134,0,2,48,332,0,2,0,164,210,374,382
2010,3,94,9413,PAPUA,BOVEN DIGOEL,1049,0,447,137,0,8,7,26,10,16,8,5,6,92,51,0,0,51,24,11,143,0,165,137,81,0,13,0,147,82,229,231
2010,3,94,9404,PAPUA,NABIRE,2333,0,2154,94,0,19,34,99,62,60,63,53,54,193,140,0,0,214,123,107,333,0,302,474,331,2,52,0,424,353,777,859
2010,3,94,9408,PAPUA,KEPULAUAN YAPEN,2370,0,1585,151,0,53,47,127,144,95,70,43,29,155,221,0,0,371,165,72,376,0,47,894,114,0,13,0,473,511,984,1021
2010,3,94,9412,PAPUA,MIMIKA,13704,0,12305,925,0,66,63,351,340,324,283,204,212,1266,1146,0,0,820,607,416,2412,0,36,2359,1856,171,168,0,2211,2044,4255,4554
2010,3,94,9410,PAPUA,PANIAI,629,0,132,338,0,0,0,3,3,9,10,22,18,103,98,0,0,6,19,40,201,0,13,97,187,0,11,0,137,129,266,295
2010,3,94,9415,PAPUA,ASMAT,1312,0,447,49,0,4,6,37,27,16,7,15,9,31,31,0,0,74,23,24,62,0,1,302,90,0,43,0,103,80,183,435
2010,3,94,9426,PAPUA,WAROPEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,94,9402,PAPUA,JAYAWIJAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,94,9411,PAPUA,PUNCAK JAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,94,9418,PAPUA,TOLIKARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,94,9416,PAPUA,YAHUKIMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,94,9417,PAPUA,PEGUNUNGAN BINTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,94,9403,PAPUA,JAYAPURA,4852,0,3028,531,0,21,73,129,111,137,101,92,63,234,262,0,0,334,238,155,496,0,15,883,203,1,123,0,613,610,1223,1210
2010,4,94,9471,PAPUA,KOTA JAYAPURA,5740,0,5164,180,0,14,10,127,101,128,75,67,69,404,315,0,0,252,203,136,719,0,15,908,405,3,29,0,740,570,1310,1345
2010,4,94,9420,PAPUA,KEEROM,2287,0,1693,594,0,22,12,92,68,62,51,33,38,223,157,0,0,194,113,71,380,0,6,485,251,2,59,0,432,326,758,797
2010,4,94,9419,PAPUA,SARMI,225,0,143,42,0,6,11,9,8,16,20,8,7,28,25,0,0,34,36,15,53,0,0,89,47,0,9,0,67,71,138,145
2010,4,94,9409,PAPUA,BIAK NUMFOR,2735,0,1726,157,0,35,45,189,109,101,88,39,31,128,284,0,0,378,189,70,412,0,4,77,1097,0,7,0,492,557,1049,1181
2010,4,94,9427,PAPUA,SUPIORI,257,0,90,26,0,2,1,10,7,10,8,9,13,10,1,0,0,20,18,22,11,0,0,34,37,0,25,0,41,30,71,96
2010,4,94,9401,PAPUA,MERAUKE,1057,0,779,278,0,4,6,27,26,23,22,15,21,47,57,0,0,63,45,36,104,0,0,18,265,0,1,0,116,132,248,284
2010,4,94,9414,PAPUA,MAPPI,1415,0,1075,45,0,22,15,93,80,39,19,26,29,86,108,0,0,210,58,55,194,0,1,49,494,0,4,0,266,251,517,547
2010,4,94,9413,PAPUA,BOVEN DIGOEL,827,0,531,94,0,10,13,54,32,32,22,16,13,121,105,0,0,109,54,29,226,0,41,210,202,0,17,0,233,185,418,429
2010,4,94,9404,PAPUA,NABIRE,2052,0,1845,0,0,21,23,72,78,74,60,84,71,194,161,0,0,194,134,155,355,0,1,475,388,1,25,0,445,393,838,889
2010,4,94,9408,PAPUA,KEPULAUAN YAPEN,1666,0,1246,222,0,50,45,151,119,75,45,32,37,144,183,0,0,365,120,69,327,0,58,813,81,0,27,0,452,429,881,921
2010,4,94,9412,PAPUA,MIMIKA,12301,0,9379,923,0,33,32,240,234,244,225,154,209,1094,901,0,0,539,469,363,1995,0,36,1675,1584,76,141,0,1765,1601,3366,3476
2010,4,94,9410,PAPUA,PANIAI,569,0,126,273,0,0,0,4,5,7,6,25,26,71,69,0,0,9,13,51,140,0,0,118,92,0,10,0,107,106,213,220
2010,4,94,9415,PAPUA,ASMAT,1323,0,82,65,0,6,7,18,15,8,12,3,8,17,21,0,0,46,20,11,38,0,1,83,46,0,15,0,52,63,115,144
2010,4,94,9426,PAPUA,WAROPEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,94,9402,PAPUA,JAYAWIJAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,94,9411,PAPUA,PUNCAK JAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,94,9418,PAPUA,TOLIKARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,94,9416,PAPUA,YAHUKIMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,94,9417,PAPUA,PEGUNUNGAN BINTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,94,9403,PAPUA,JAYAPURA,5985,0,3708,645,0,22,17,155,124,160,122,77,72,256,257,0,0,318,282,149,513,0,14,997,237,5,100,0,670,592,1262,1339
2010,5,94,9471,PAPUA,KOTA JAYAPURA,6517,0,5732,294,0,22,26,131,129,160,143,104,72,425,354,0,0,308,303,176,779,0,9,1115,492,0,35,0,842,724,1566,1642
2010,5,94,9420,PAPUA,KEEROM,2662,0,2126,536,0,15,20,113,73,74,63,44,78,257,218,0,0,221,137,122,475,0,11,542,382,1,76,0,503,452,955,1001
2010,5,94,9419,PAPUA,SARMI,0,0,76,12,0,0,0,0,0,13,10,8,10,19,24,0,0,0,23,18,43,0,0,65,18,0,5,0,40,44,84,88
2010,5,94,9409,PAPUA,BIAK NUMFOR,3416,0,2005,67,0,38,41,53,50,218,122,58,64,114,316,0,0,182,340,122,430,0,28,68,1329,0,12,0,481,593,1074,1409
2010,5,94,9427,PAPUA,SUPIORI,128,0,25,15,0,0,1,1,3,5,0,2,2,3,6,0,0,5,5,4,9,0,0,14,13,0,1,0,11,12,23,28
2010,5,94,9401,PAPUA,MERAUKE,1233,0,757,476,0,9,13,42,27,29,11,19,21,54,75,0,0,91,40,40,129,0,0,37,298,0,1,0,153,147,300,336
2010,5,94,9414,PAPUA,MAPPI,1403,0,884,122,0,16,15,55,60,17,29,22,21,55,79,0,0,146,46,43,134,0,0,61,313,0,0,0,165,204,369,374
2010,5,94,9413,PAPUA,BOVEN DIGOEL,1012,0,661,98,0,7,12,38,48,44,37,24,26,125,105,0,0,105,81,50,230,0,4,271,246,0,35,0,238,228,466,552
2010,5,94,9404,PAPUA,NABIRE,4528,0,2220,55,0,72,67,184,142,104,107,66,91,326,277,0,0,465,211,157,603,0,8,944,650,3,66,0,752,684,1436,1663
2010,5,94,9408,PAPUA,KEPULAUAN YAPEN,2259,0,1183,213,0,58,43,98,109,69,52,35,42,161,144,0,0,308,121,77,305,0,43,811,48,0,23,0,421,390,811,882
2010,5,94,9412,PAPUA,MIMIKA,14932,0,12018,978,0,74,73,445,471,346,326,240,215,1629,1534,0,0,1063,672,455,3163,0,27,2797,2344,206,240,0,2734,2619,5353,5587
2010,5,94,9410,PAPUA,PANIAI,716,0,184,341,0,0,0,2,3,11,9,22,21,98,92,0,0,5,20,43,190,0,0,164,91,0,11,0,133,125,258,266
2010,5,94,9415,PAPUA,ASMAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,94,9426,PAPUA,WAROPEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,94,9402,PAPUA,JAYAWIJAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,94,9411,PAPUA,PUNCAK JAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,94,9418,PAPUA,TOLIKARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,94,9416,PAPUA,YAHUKIMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,94,9417,PAPUA,PEGUNUNGAN BINTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,94,9403,PAPUA,JAYAPURA,7058,0,4535,620,0,30,33,208,170,192,190,104,84,323,439,0,0,441,382,188,762,0,3,1400,304,4,115,0,857,916,1773,1823
2010,6,94,9471,PAPUA,KOTA JAYAPURA,7284,0,6023,1211,0,19,35,130,126,149,111,100,79,434,314,0,0,310,260,179,748,0,22,1056,421,3,69,0,832,665,1497,1549
2010,6,94,9420,PAPUA,KEEROM,2759,0,2360,399,0,29,16,87,102,104,70,55,54,242,182,0,0,234,174,109,424,0,10,562,331,2,74,0,517,424,941,969
2010,6,94,9419,PAPUA,SARMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,94,9409,PAPUA,BIAK NUMFOR,1834,0,1145,44,0,25,32,129,101,71,70,21,24,88,220,0,0,287,141,45,308,0,37,13,839,0,2,0,334,447,781,854
2010,6,94,9427,PAPUA,SUPIORI,468,0,9,86,0,0,0,3,2,7,6,6,5,7,8,0,0,5,13,11,15,0,0,14,3,0,34,0,23,21,44,51
2010,6,94,9401,PAPUA,MERAUKE,979,0,691,288,0,13,10,42,34,20,19,15,13,51,44,0,0,99,39,28,95,0,0,21,265,0,1,0,141,120,261,287
2010,6,94,9414,PAPUA,MAPPI,1368,0,964,136,0,8,7,70,53,25,21,12,8,46,114,0,0,138,46,20,160,0,5,48,72,243,7,0,161,203,364,370
2010,6,94,9413,PAPUA,BOVEN DIGOEL,957,0,447,199,0,6,11,24,17,30,31,21,22,117,101,0,0,58,61,43,218,0,1,219,184,0,36,0,198,182,380,439
2010,6,94,9404,PAPUA,NABIRE,2678,0,2368,280,0,64,80,157,156,105,108,127,165,331,302,0,0,457,213,292,633,0,13,894,909,2,89,0,784,811,1595,1894
2010,6,94,9408,PAPUA,KEPULAUAN YAPEN,1376,0,881,149,0,34,26,93,96,71,61,17,13,103,107,0,0,249,132,30,210,0,37,594,46,0,16,0,318,303,621,656
2010,6,94,9412,PAPUA,MIMIKA,14807,0,13770,1016,0,141,126,409,390,322,310,227,237,1597,1436,0,0,1066,632,464,3033,0,40,2971,2038,335,402,0,2696,2499,5195,5746
2010,6,94,9410,PAPUA,PANIAI,839,0,188,444,0,0,0,7,7,16,17,38,44,142,126,0,0,14,33,82,268,0,0,264,131,0,21,0,203,194,397,416
2010,6,94,9415,PAPUA,ASMAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,94,9426,PAPUA,WAROPEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,94,9402,PAPUA,JAYAWIJAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,94,9411,PAPUA,PUNCAK JAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,94,9418,PAPUA,TOLIKARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,94,9416,PAPUA,YAHUKIMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,94,9417,PAPUA,PEGUNUNGAN BINTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,94,9403,PAPUA,JAYAPURA,6350,0,3789,929,0,16,22,179,162,150,159,97,84,290,358,0,0,379,309,181,648,0,0,1049,292,1,175,0,732,785,1517,1517
2010,7,94,9471,PAPUA,KOTA JAYAPURA,6785,0,5755,730,0,12,20,130,145,135,125,112,95,515,338,0,0,307,260,207,853,0,0,1047,523,1,60,0,904,723,1627,1631
2010,7,94,9420,PAPUA,KEEROM,3807,0,3302,505,0,34,36,168,126,87,85,70,64,390,393,0,0,364,172,134,783,0,0,1001,374,0,78,0,749,704,1453,1453
2010,7,94,9419,PAPUA,SARMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,94,9409,PAPUA,BIAK NUMFOR,2811,0,1724,49,0,32,40,131,121,73,88,41,27,137,290,0,0,324,161,68,427,0,0,52,919,0,9,0,414,566,980,980
2010,7,94,9427,PAPUA,SUPIORI,1011,0,574,440,0,2,1,16,22,19,18,23,21,46,42,0,0,41,37,44,88,0,0,156,33,0,21,0,106,104,210,210
2010,7,94,9401,PAPUA,MERAUKE,920,0,560,313,0,7,17,27,33,27,24,19,17,62,54,0,0,84,51,36,116,0,0,6,278,0,3,0,142,145,287,287
2010,7,94,9414,PAPUA,MAPPI,1098,0,698,121,0,5,4,22,24,35,16,20,15,45,64,0,0,55,51,35,109,0,0,79,171,0,10,0,127,123,250,260
2010,7,94,9413,PAPUA,BOVEN DIGOEL,879,0,444,251,0,4,6,17,11,26,24,10,17,170,83,0,0,38,50,27,253,0,0,186,126,0,55,0,227,141,368,367
2010,7,94,9404,PAPUA,NABIRE,2704,0,2704,0,0,68,49,146,140,112,98,68,76,358,377,0,0,403,210,144,735,0,0,843,518,5,61,0,752,740,1492,1427
2010,7,94,9408,PAPUA,KEPULAUAN YAPEN,1697,0,1237,93,0,66,52,69,72,53,42,58,51,155,134,0,0,259,95,109,289,0,0,718,31,0,5,0,401,351,752,754
2010,7,94,9412,PAPUA,MIMIKA,8977,0,8828,324,0,58,54,287,298,249,217,159,178,1432,1230,0,0,697,466,337,2662,0,0,2370,1491,113,190,0,2185,1977,4162,4164
2010,7,94,9410,PAPUA,PANIAI,670,0,314,356,0,0,0,7,6,22,19,47,51,120,117,0,0,13,41,98,237,0,0,257,119,0,13,0,196,193,389,389
2010,7,94,9415,PAPUA,ASMAT,390,0,102,17,0,1,3,13,7,6,7,4,3,26,17,0,0,24,13,7,43,0,0,46,17,0,24,0,50,37,87,87
2010,7,94,9426,PAPUA,WAROPEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,94,9402,PAPUA,JAYAWIJAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,94,9411,PAPUA,PUNCAK JAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,94,9418,PAPUA,TOLIKARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,94,9416,PAPUA,YAHUKIMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,94,9417,PAPUA,PEGUNUNGAN BINTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,8,94,9403,PAPUA,JAYAPURA,5405,0,3371,610,0,25,25,149,144,143,123,73,63,274,305,0,0,343,266,136,579,0,2,984,229,2,109,0,664,660,1324,1324
2010,8,94,9471,PAPUA,KOTA JAYAPURA,6420,0,5369,563,0,20,21,103,109,120,115,83,51,480,354,0,0,253,235,134,834,0,9,962,459,5,40,0,806,650,1456,1466
2010,8,94,9420,PAPUA,KEEROM,4229,0,3298,931,0,40,42,175,135,91,81,68,45,377,296,0,0,392,172,113,673,0,37,915,344,5,86,0,751,599,1350,1350
2010,8,94,9419,PAPUA,SARMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,8,94,9409,PAPUA,BIAK NUMFOR,2790,0,1723,88,0,11,13,38,31,29,21,26,16,55,112,0,0,93,50,42,167,0,47,63,292,0,9,0,159,193,352,364
2010,8,94,9427,PAPUA,SUPIORI,522,0,359,135,0,1,0,4,5,10,4,3,4,23,9,0,0,10,14,7,32,0,0,45,5,0,13,0,41,22,63,63
2010,8,94,9401,PAPUA,MERAUKE,1508,0,718,787,0,8,14,34,23,13,26,17,12,60,54,0,0,79,39,29,114,0,0,13,245,0,3,0,132,129,261,261
2010,8,94,9414,PAPUA,MAPPI,1431,0,887,536,0,16,12,41,42,37,16,40,48,77,81,0,0,111,53,88,158,0,8,101,244,0,26,0,211,199,410,371
2010,8,94,9413,PAPUA,BOVEN DIGOEL,835,0,441,274,0,14,10,32,25,21,29,22,15,133,115,0,0,81,50,37,248,0,8,248,148,0,24,0,222,194,416,420
2010,8,94,9404,PAPUA,NABIRE,3605,0,3089,516,0,69,43,159,162,118,93,77,71,466,433,0,0,433,211,148,899,0,21,973,489,4,79,0,889,802,1691,1545
